id_test,accepted_binomial,EUNIS_name,original_name,contributor_name,contributor_email,cocontributors,doi,collection_year,collection_site,collection_country,iso_code,latitude,longitude,coordinate_accuracy,storage,substrate,experiment_length,scarification,stratification,other_treatments,water_potential,photoperiod,light_quality,T_day,T_night,seeds_sown,seeds_germinated,changed
968,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,smoke_smoke 1 : 10,0,0,none,20,20,100,30,
969,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,none,none,water control (pH 5.53; seeds immersed in distilled water for 24 h before sowing,0,0,none,20,20,100,30,
4001,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,5,5,100,0,
4002,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,10,10,100,0,
4003,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,15,15,100,4,
4004,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,20,20,100,7,
4005,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,25,25,100,1,
4006,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,30,30,100,2,
4013,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,5,5,100,0,
4014,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,10,10,100,3,
4015,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,15,15,100,17,
4016,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,20,20,100,23,
4017,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,25,25,100,32,
4018,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,0,none,30,30,100,12,
3980,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,5,5,100,0,
3981,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,10,10,100,0,
3982,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,15,15,100,10,
3983,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,20,20,100,0,
3984,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,25,25,100,4,
3985,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,mechanical_sandpaper_1 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,5,5,100,0,
3986,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,mechanical_sandpaper_1 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,10,10,100,0,
3987,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,mechanical_sandpaper_1 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,15,15,100,8,
3988,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,mechanical_sandpaper_1 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,20,20,100,17,
3989,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,mechanical_sandpaper_1 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,25,25,100,4,
3990,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,chemical_sulfuric acid_15 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,5,5,100,2,
3991,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,chemical_sulfuric acid_15 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,10,10,100,10,
3992,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,chemical_sulfuric acid_15 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,15,15,100,24,
3993,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,chemical_sulfuric acid_15 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,20,20,100,22,
3994,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_3 months,agar,90,chemical_sulfuric acid_15 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,25,25,100,36,
3995,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,5,5,100,0,
3996,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,10,10,100,0,
3997,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,15,15,100,5,
3998,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,20,20,100,1,
3999,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,25,25,100,6,
4000,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,none,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,30,30,100,1,
4007,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,5,5,100,0,
4008,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,10,10,100,9,
4009,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,15,15,100,28,
4010,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,20,20,100,28,
4011,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,25,25,100,33,
4012,Teucrium capitatum,Teucrium polium,Teucrium capitatum,,,,10.21273/hortsci.51.4.403,2012,"Haidari, a western suburb of Athens, Greece",Greece,GR,38.01361383,23.64210955,5.00E+05,stored_room conditions_12 months,agar,60,chemical_sulfuric acid_20 min,none,sterilization by 15% v/v commercial bleach solution for 15 min,0,16,white,30,30,100,16,
1074,Teucrium flavum,Teucrium flavum,Teucrium flavum,,,,10.7320/FlMedit31.264,2018,"San Vito (Sud Sardegna), loc. Bacu Is Angius",Italy,IT,39.338719,9.466844,10000,banked_germplasm,agar,16,none,none,none,0,12,white,15,15,80,69,
1075,Teucrium flavum,Teucrium flavum,Teucrium flavum,,,,10.7320/FlMedit31.264,2018,"San Vito (Sud Sardegna), loc. Bacu Is Angius",Italy,IT,39.338719,9.466844,10000,banked_germplasm,agar,37,none,none,none,0,12,white,20,20,80,65,
1069,Teucrium massiliense,Teucrium massiliense,Teucrium massiliense,,,,10.7320/FlMedit31.264,2018,"Gonnosfanadiga (Sud Sardegna), Foresta Demaniale Montimannu",Italy,IT,39.443036,8.648336,10000,banked_germplasm,agar,44,none,none,none,0,12,white,10,10,100,84,
1070,Teucrium massiliense,Teucrium massiliense,Teucrium massiliense,,,,10.7320/FlMedit31.264,2018,"Gonnosfanadiga (Sud Sardegna), Foresta Demaniale Montimannu",Italy,IT,39.443036,8.648336,10000,banked_germplasm,agar,36,none,none,none,0,12,white,15,15,100,80,
1071,Teucrium massiliense,Teucrium massiliense,Teucrium massiliense,,,,10.7320/FlMedit31.264,2018,"Gonnosfanadiga (Sud Sardegna), Foresta Demaniale Montimannu",Italy,IT,39.443036,8.648336,10000,banked_germplasm,agar,15,none,none,none,0,12,white,20,20,100,80,
1072,Teucrium massiliense,Teucrium massiliense,Teucrium massiliense,,,,10.7320/FlMedit31.264,2018,"Gonnosfanadiga (Sud Sardegna), Foresta Demaniale Montimannu",Italy,IT,39.443036,8.648336,10000,banked_germplasm,agar,36,none,none,none,0,12,white,25,25,100,90,
1073,Teucrium massiliense,Teucrium massiliense,Teucrium massiliense,,,,10.7320/FlMedit31.264,2018,"Gonnosfanadiga (Sud Sardegna), Foresta Demaniale Montimannu",Italy,IT,39.443036,8.648336,10000,banked_germplasm,agar,28,none,none,none,0,12,white,25,10,100,87,
688,Teucrium polium,Teucrium polium,Teucrium polium,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.81666667,28.05,100,stored_20°C;50%RH;darkness_4 months,agar,62,none,none,none,0,0,none,20,20,100,1,
689,Teucrium polium,Teucrium polium,Teucrium polium,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.81666667,28.05,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_60°C_5 min,none,none,0,0,none,20,20,100,0,
690,Teucrium polium,Teucrium polium,Teucrium polium,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.81666667,28.05,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_80°C_5 min,none,none,0,0,none,20,20,100,0,
691,Teucrium polium,Teucrium polium,Teucrium polium,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.81666667,28.05,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_100°C_5 min,none,none,0,0,none,20,20,100,0,
692,Teucrium polium,Teucrium polium,Teucrium polium,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.81666667,28.05,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_120°C_5 min,none,none,0,0,none,20,20,100,0,
693,Teucrium polium,Teucrium polium,Teucrium polium,,,,doi.org/10.1007/s12224-019-09349-0,2012,southwestern Anatolia,Turkey,TR,36.81666667,28.05,100,stored_20°C;50%RH;darkness_4 months,agar,62,heat_140°C_5 min,none,none,0,0,none,20,20,100,0,
3586,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1093/aob/mcaa186,2018,"Valle Vecchia, Venice",Italy,IT,45.624686,12.948854,100,stored_room conditions; 15°C;15%RH_2-3 weeks_105 days total,agar,45,none,none,none,0,0,none,5,5,80,29,
3587,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1093/aob/mcaa186,2018,"Valle Vecchia, Venice",Italy,IT,45.624686,12.948854,100,stored_room conditions; 15°C;15%RH_2-3 weeks_105 days total,agar,45,none,none,none,0,0,none,10,10,80,32,
3588,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1093/aob/mcaa186,2018,"Valle Vecchia, Venice",Italy,IT,45.624686,12.948854,100,stored_room conditions; 15°C;15%RH_2-3 weeks_105 days total,agar,45,none,none,none,0,0,none,15,15,80,34,
3589,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1093/aob/mcaa186,2018,"Valle Vecchia, Venice",Italy,IT,45.624686,12.948854,100,stored_room conditions; 15°C;15%RH_2-3 weeks_105 days total,agar,45,none,none,none,0,0,none,20,20,80,32,
3590,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1093/aob/mcaa186,2018,"Valle Vecchia, Venice",Italy,IT,45.624686,12.948854,100,stored_room conditions; 15°C;15%RH_2-3 weeks_105 days total,agar,45,none,none,none,0,0,none,25,25,80,32,
3581,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1093/aob/mcaa186,2018,"Valle Vecchia, Venice",Italy,IT,45.624686,12.948854,100,stored_room conditions; 15°C;15%RH_2-3 weeks_105 days total,agar,45,none,none,none,0,12,white,5,5,80,26,
3582,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1093/aob/mcaa186,2018,"Valle Vecchia, Venice",Italy,IT,45.624686,12.948854,100,stored_room conditions; 15°C;15%RH_2-3 weeks_105 days total,agar,45,none,none,none,0,12,white,10,10,80,37,
3583,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1093/aob/mcaa186,2018,"Valle Vecchia, Venice",Italy,IT,45.624686,12.948854,100,stored_room conditions; 15°C;15%RH_2-3 weeks_105 days total,agar,45,none,none,none,0,12,white,15,15,80,21,
3584,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1093/aob/mcaa186,2018,"Valle Vecchia, Venice",Italy,IT,45.624686,12.948854,100,stored_room conditions; 15°C;15%RH_2-3 weeks_105 days total,agar,45,none,none,none,0,12,white,20,20,80,21,
3585,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1093/aob/mcaa186,2018,"Valle Vecchia, Venice",Italy,IT,45.624686,12.948854,100,stored_room conditions; 15°C;15%RH_2-3 weeks_105 days total,agar,45,none,none,none,0,12,white,25,25,80,15,
3342,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1111/jvs.12899,2017,"Central Italy, between Torre Flavia and Passoscuro",Italy,IT,41.96171366,12.04590248,10000,stored_room conditions(20°C;40%RH)_40 days;dehydrated(15°C;15%RH) ; banked_stored(5°C)_90 days total,agar,75,none,none,none,0,12,white,20,20,80,66,
3345,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1111/jvs.12899,2017,"Central Italy, between Torre Flavia and Passoscuro",Italy,IT,41.96171366,12.04590248,10000,stored_room conditions(20°C;40%RH)_40 days;dehydrated(15°C;15%RH) ; banked_stored(5°C)_90 days total,agar,75,none,none,salinity_ 125 mM NaCl,0,12,white,20,20,80,36,
3348,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1111/jvs.12899,2017,"Central Italy, between Torre Flavia and Passoscuro",Italy,IT,41.96171366,12.04590248,10000,stored_room conditions(20°C;40%RH)_40 days;dehydrated(15°C;15%RH) ; banked_stored(5°C)_90 days total,agar,75,none,none,salinity_ 250 mM NaCl,0,12,white,20,20,80,6,
3351,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1111/jvs.12899,2017,"Central Italy, between Torre Flavia and Passoscuro",Italy,IT,41.96171366,12.04590248,10000,stored_room conditions(20°C;40%RH)_40 days;dehydrated(15°C;15%RH) ; banked_stored(5°C)_90 days total,agar,75,none,none,nitrate_Nitrogen; KNO3 (10 mM),0,12,white,20,20,80,67,
3354,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1111/jvs.12899,2017,"Central Italy, between Torre Flavia and Passoscuro",Italy,IT,41.96171366,12.04590248,10000,stored_room conditions(20°C;40%RH)_40 days;dehydrated(15°C;15%RH) ; banked_stored(5°C)_90 days total,agar,75,none,none,salinity and nitrogen; NaCl 125 mM and KNO3 10 mM,0,12,white,20,20,80,39,
3357,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1111/jvs.12899,2017,"Central Italy, between Torre Flavia and Passoscuro",Italy,IT,41.96171366,12.04590248,10000,stored_room conditions(20°C;40%RH)_40 days;dehydrated(15°C;15%RH) ; banked_stored(5°C)_90 days total,agar,75,none,none,none,0,12,white,25,25,80,56,
3360,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1111/jvs.12899,2017,"Central Italy, between Torre Flavia and Passoscuro",Italy,IT,41.96171366,12.04590248,10000,stored_room conditions(20°C;40%RH)_40 days;dehydrated(15°C;15%RH) ; banked_stored(5°C)_90 days total,agar,75,none,none,salinity_ 125 mM NaCl,0,12,white,25,25,80,21,
3363,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1111/jvs.12899,2017,"Central Italy, between Torre Flavia and Passoscuro",Italy,IT,41.96171366,12.04590248,10000,stored_room conditions(20°C;40%RH)_40 days;dehydrated(15°C;15%RH) ; banked_stored(5°C)_90 days total,agar,75,none,none,salinity_ 250 mM NaCl,0,12,white,25,25,80,4,
3366,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1111/jvs.12899,2017,"Central Italy, between Torre Flavia and Passoscuro",Italy,IT,41.96171366,12.04590248,10000,stored_room conditions(20°C;40%RH)_40 days;dehydrated(15°C;15%RH) ; banked_stored(5°C)_90 days total,agar,75,none,none,nitrate_Nitrogen; KNO3 (10 mM),0,12,white,25,25,80,65,
3369,Thinopyrum junceum,Elytrigia juncea,Elymus farctus,,,,10.1111/jvs.12899,2017,"Central Italy, between Torre Flavia and Passoscuro",Italy,IT,41.96171366,12.04590248,10000,stored_room conditions(20°C;40%RH)_40 days;dehydrated(15°C;15%RH) ; banked_stored(5°C)_90 days total,agar,75,none,none,salinity and nitrogen; NaCl 125 mM and KNO3 10 mM,0,12,white,25,25,80,22,
1064,Thymbra capitata,Thymbra capitata,Thymbra capitata,,,,10.1111/j.1526-100X.2011.00816.x,2005,"Semillas Silvestres, S.A",Spain,ES,37.891683,-4.831835,5.00E+05,stored_purchased,paper,32,none,none,none,0,16,white,25,18,100,80,
305,Thymus praecox,Thymus praecox,Thymus praecox,,,,10.1007/s11284-005-0059-4,2002,Sierra de Guadarrama: Cerro de Valdemarta­n,Spain,ES,40,3,10000,stored_room conditions;darkness_4-5 months,paper,nd,none,none,none,0,16,white,10,10,100,63,
306,Thymus praecox,Thymus praecox,Thymus praecox,,,,10.1007/s11284-005-0059-4,2002,Sierra de Guadarrama: Cerro de Valdemarta­n,Spain,ES,40,3,10000,stored_room conditions;darkness_4-5 months,paper,nd,none,none,none,0,16,white,15,15,100,76,
307,Thymus praecox,Thymus praecox,Thymus praecox,,,,10.1007/s11284-005-0059-4,2002,Sierra de Guadarrama: Cerro de Valdemarta­n,Spain,ES,40,3,10000,stored_room conditions;darkness_4-5 months,paper,nd,none,none,none,0,16,white,20,20,100,51,
302,Thymus praecox,Thymus praecox,Thymus praecox,,,,10.1007/s11284-005-0059-4,2002,Sierra de Guadarrama: Dos Hermanas,Spain,ES,40,3,10000,stored_room conditions;darkness_4-5 months,paper,nd,none,none,none,0,16,white,10,10,100,40,
303,Thymus praecox,Thymus praecox,Thymus praecox,,,,10.1007/s11284-005-0059-4,2002,Sierra de Guadarrama: Dos Hermanas,Spain,ES,40,3,10000,stored_room conditions;darkness_4-5 months,paper,nd,none,none,none,0,16,white,15,15,100,48,
304,Thymus praecox,Thymus praecox,Thymus praecox,,,,10.1007/s11284-005-0059-4,2002,Sierra de Guadarrama: Dos Hermanas,Spain,ES,40,3,10000,stored_room conditions;darkness_4-5 months,paper,nd,none,none,none,0,16,white,20,20,100,47,
299,Thymus praecox,Thymus praecox,Thymus praecox,,,,10.1007/s11284-005-0059-4,2002,Sierra de Guadarrama: Pico Peñalara,Spain,ES,40,3,10000,stored_room conditions;darkness_4-5 months,paper,nd,none,none,none,0,16,white,10,10,100,64,
300,Thymus praecox,Thymus praecox,Thymus praecox,,,,10.1007/s11284-005-0059-4,2002,Sierra de Guadarrama: Pico Peñalara,Spain,ES,40,3,10000,stored_room conditions;darkness_4-5 months,paper,nd,none,none,none,0,16,white,15,15,100,85,
301,Thymus praecox,Thymus praecox,Thymus praecox,,,,10.1007/s11284-005-0059-4,2002,Sierra de Guadarrama: Pico Peñalara,Spain,ES,40,3,10000,stored_room conditions;darkness_4-5 months,paper,nd,none,none,none,0,16,white,20,20,100,78,
948,Thymus vulgaris,Thymus vulgaris,Thymus vulgaris,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_80 °C_5 min,none,none,0,0,none,20,20,100,93,
949,Thymus vulgaris,Thymus vulgaris,Thymus vulgaris,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_80 °C_10 min,none,none,0,0,none,20,20,100,91,
950,Thymus vulgaris,Thymus vulgaris,Thymus vulgaris,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_100°C_5 min,none,none,0,0,none,20,20,100,93,
951,Thymus vulgaris,Thymus vulgaris,Thymus vulgaris,,,,10.1093/aob/mcq017,2007,SE Iberian Peninsula,Spain,ES,38.27504625,-1.428970456,5.00E+05,stored_20°C;40-50%RH_1 year,agar,60,heat_100°C_10 min,none,none,0,0,none,20,20,100,87,
